allowEditableEmbedding	allowOutlines	allowPDFEmbedding	fontFamily	fontStyleName	fontStyleNameNative	fontType	name	fullName	fullNameNative	postscriptName
True	True	True	Baghdad	Regular	Regular	k.TrueType	Baghdad	Regular	Baghdad Regular	Baghdad Regular	
True	True	True	Beirut	Regular	Regular	k.TrueType	Beirut	Regular	Beirut Regular	Beirut Regular	
True	True	True	Damascus	Regular	Regular	k.TrueType	Damascus	Regular	Damascus Regular	Damascus Regular	
True	True	True	Damascus	Light	Light	k.TrueType	Damascus	Light	Damascus Light	Damascus Light	
True	True	True	Damascus	Medium	Medium	k.TrueType	Damascus	Medium	Damascus Medium	Damascus Medium	
True	True	True	Damascus	Semi Bold	Semi Bold	k.TrueType	Damascus	Semi Bold	Damascus Semi Bold	Damascus Semi Bold	
True	True	True	Damascus	Bold	Bold	k.TrueType	Damascus	Bold	Damascus Bold	Damascus Bold	
True	True	True	DecoType Naskh	Regular	Regular	k.TrueType	DecoType Naskh	Regular	DecoType Naskh Regular	DecoType Naskh Regular	
True	True	True	Diwan Kufi	Regular	Regular	k.TrueType	Diwan Kufi	Regular	Diwan Kufi Regular	Diwan Kufi Regular	
True	True	True	Diwan Thuluth	Regular	Regular	k.TrueType	Diwan Thuluth	Regular	Diwan Thuluth Regular	Diwan Thuluth Regular	
True	True	True	Farah	Regular	Regular	k.TrueType	Farah	Regular	Farah Regular	Farah Regular	
True	True	True	Farisi	Regular	Regular	k.TrueType	Farisi	Regular	Farisi Regular	Farisi Regular	
True	True	True	Galvji (TT) (Arabic)	Bold	Bold	k.TrueType	Galvji (TT) (Arabic)	Bold	Galvji-Bold	Galvji-Bold	
True	True	True	Galvji (TT) (Arabic)	Bold Oblique	Bold Oblique	k.TrueType	Galvji (TT) (Arabic)	Bold Oblique	Galvji-BoldOblique	Galvji-BoldOblique	
True	True	True	Geeza Pro	Regular	Regular	k.TrueType	Geeza Pro	Regular	Geeza Pro Regular	Geeza Pro Regular	
True	True	True	Geeza Pro	Bold	Bold	k.TrueType	Geeza Pro	Bold	Geeza Pro Bold	Geeza Pro Bold	
True	True	True	KufiStandardGK	Regular	Regular	k.TrueType	KufiStandardGK	Regular	KufiStandardGK Regular	KufiStandardGK Regular	
True	True	True	Mishafi	Regular	Regular	k.TrueType	Mishafi	Regular	Mishafi Regular	Mishafi Regular	
True	True	True	Mishafi Gold	Regular	Regular	k.TrueType	Mishafi Gold	Regular	Mishafi Gold Regular	Mishafi Gold Regular	
True	True	True	Muna	Regular	Regular	k.TrueType	Muna	Regular	Muna Regular	Muna Regular	
True	True	True	Muna	Bold	Bold	k.TrueType	Muna	Bold	Muna Bold	Muna Bold	
True	True	True	Muna	Black	Black	k.TrueType	Muna	Black	Muna Black	Muna Black	
True	True	True	Nadeem	Regular	Regular	k.TrueType	Nadeem	Regular	Nadeem Regular	Nadeem Regular	
True	True	True	Noto Nastaliq Urdu	Regular	Regular	k.TrueType	Noto Nastaliq Urdu	Regular	Noto Nastaliq Urdu	Noto Nastaliq Urdu	
True	True	True	Noto Nastaliq Urdu	Bold	Bold	k.TrueType	Noto Nastaliq Urdu	Bold	Noto Nastaliq Urdu Bold	Noto Nastaliq Urdu Bold	
True	True	True	Sana	Regular	Regular	k.TrueType	Sana	Regular	Sana Regular	Sana Regular	
True	True	True	Waseem	Light	Light	k.TrueType	Waseem	Light	Waseem Light	Waseem Light	
True	True	True	Waseem	Regular	Regular	k.TrueType	Waseem	Regular	Waseem Regular	Waseem Regular	
False	True	True	Arial Hebrew	Light	Light	k.TrueType	Arial Hebrew	Light	Arial Hebrew Light	Arial Hebrew	
False	True	True	Arial Hebrew	Regular	Regular	k.TrueType	Arial Hebrew	Regular	Arial Hebrew	Arial Hebrew Regular	
False	True	True	Arial Hebrew	Bold	Bold	k.TrueType	Arial Hebrew	Bold	Arial Hebrew Bold	Arial Hebrew Bold	
False	True	True	Arial Hebrew Scholar	Light	Light	k.TrueType	Arial Hebrew Scholar	Light	Arial Hebrew Scholar Light	Arial Hebrew Scholar	
False	True	True	Arial Hebrew Scholar	Regular	Regular	k.TrueType	Arial Hebrew Scholar	Regular	Arial Hebrew Scholar	Arial Hebrew Scholar Regular	
False	True	True	Arial Hebrew Scholar	Bold	Bold	k.TrueType	Arial Hebrew Scholar	Bold	Arial Hebrew Scholar Bold	Arial Hebrew Scholar Bold	
False	True	True	Corsiva Hebrew	Bold	Bold	k.TrueType	Corsiva Hebrew	Bold	Corsiva Hebrew Bold	Corsiva Hebrew Bold	
False	True	True	Corsiva Hebrew	Regular	Regular	k.TrueType	Corsiva Hebrew	Regular	Corsiva Hebrew	Corsiva Hebrew Regular	
True	True	True	Adobe Hebrew	Regular	Regular	k.OpenType_CFF	Adobe Hebrew	Regular	Adobe Hebrew Regular	Adobe Hebrew Regular	
True	True	True	Adobe Hebrew	Italic	Italic	k.OpenType_CFF	Adobe Hebrew	Italic	Adobe Hebrew Italic	Adobe Hebrew Italic	
True	True	True	Adobe Hebrew	Bold	Bold	k.OpenType_CFF	Adobe Hebrew	Bold	Adobe Hebrew Bold	Adobe Hebrew Bold	
True	True	True	Adobe Hebrew	Bold Italic	Bold Italic	k.OpenType_CFF	Adobe Hebrew	Bold Italic	Adobe Hebrew Bold Italic	Adobe Hebrew Bold Italic	
False	True	True	New Peninim MT	Bold	Bold	k.TrueType	New Peninim MT	Bold	New Peninim MT Bold	New Peninim MT	
False	True	True	New Peninim MT	Regular	Regular	k.TrueType	New Peninim MT	Regular	New Peninim MT	New Peninim MT	
False	True	True	New Peninim MT	Bold Inclined	Bold Inclined	k.TrueType	New Peninim MT	Bold Inclined	New Peninim MT Bold Inclined	New Peninim MT	
False	True	True	New Peninim MT	Inclined	Inclined	k.TrueType	New Peninim MT	Inclined	New Peninim MT Inclined	New Peninim MT	
False	True	True	Raanana	Bold	עבה	k.TrueType	Raanana	Bold	Raanana Bold	רעננה‭ ‬Bold	
False	True	True	Raanana	Regular	רגיל	k.TrueType	Raanana	Regular	Raanana	רעננה	
True	True	True	Adobe Devanagari	Regular	Regular	k.OpenType_CFF	Adobe Devanagari	Regular	Adobe Devanagari	Adobe Devanagari	
True	True	True	Devanagari MT	Regular	Regular	k.TrueType	Devanagari MT	Regular	Devanagari MT	Devanagari MT	
True	True	True	Devanagari MT	Bold	Bold	k.TrueType	Devanagari MT	Bold	Devanagari MT Bold	Devanagari MT Bold	
True	True	True	Devanagari Sangam MN	Regular	Regular	k.TrueType	Devanagari Sangam MN	Regular	Devanagari Sangam MN	Devanagari Sangam MN	
True	True	True	Devanagari Sangam MN	Bold	Bold	k.TrueType	Devanagari Sangam MN	Bold	Devanagari Sangam MN Bold	Devanagari Sangam MN Bold	
True	True	True	ITF Devanagari	Light	Light	k.OpenType_CFF	ITF Devanagari	Light	ITF Devanagari Light	ITF Devanagari Light	
True	True	True	ITF Devanagari	Book	Book	k.OpenType_CFF	ITF Devanagari	Book	ITF Devanagari Book	ITF Devanagari Book	
True	True	True	ITF Devanagari	Medium	Medium	k.OpenType_CFF	ITF Devanagari	Medium	ITF Devanagari Medium	ITF Devanagari Medium	
True	True	True	ITF Devanagari	Demi	Demi	k.OpenType_CFF	ITF Devanagari	Demi	ITF Devanagari Demi	ITF Devanagari Demi	
True	True	True	ITF Devanagari	Bold	Bold	k.OpenType_CFF	ITF Devanagari	Bold	ITF Devanagari Bold	ITF Devanagari Bold	
True	True	True	ITF Devanagari Marathi	Light	Light	k.OpenType_CFF	ITF Devanagari Marathi	Light	ITF Devanagari Marathi Light	ITF Devanagari Marathi Light	
True	True	True	ITF Devanagari Marathi	Book	Book	k.OpenType_CFF	ITF Devanagari Marathi	Book	ITF Devanagari Marathi Book	ITF Devanagari Marathi Book	
True	True	True	ITF Devanagari Marathi	Medium	Medium	k.OpenType_CFF	ITF Devanagari Marathi	Medium	ITF Devanagari Marathi Medium	ITF Devanagari Marathi Medium	
True	True	True	ITF Devanagari Marathi	Demi	Demi	k.OpenType_CFF	ITF Devanagari Marathi	Demi	ITF Devanagari Marathi Demi	ITF Devanagari Marathi Demi	
True	True	True	ITF Devanagari Marathi	Bold	Bold	k.OpenType_CFF	ITF Devanagari Marathi	Bold	ITF Devanagari Marathi Bold	ITF Devanagari Marathi Bold	
True	True	True	Gurmukhi MN	Regular	Regular	k.TrueType	Gurmukhi MN	Regular	Gurmukhi MN	Gurmukhi MN	
True	True	True	Gurmukhi MN	Bold	Bold	k.TrueType	Gurmukhi MN	Bold	Gurmukhi MN Bold	Gurmukhi MN Bold	
True	True	True	Gurmukhi MT	Regular	Regular	k.TrueType	Gurmukhi MT	Regular	Gurmukhi MT	Gurmukhi MT	
False	True	True	Gurmukhi Sangam MN	Regular	Regular	k.TrueType	Gurmukhi Sangam MN	Regular	Gurmukhi Sangam MN	Gurmukhi Sangam MN	
False	True	True	Gurmukhi Sangam MN	Bold	Bold	k.TrueType	Gurmukhi Sangam MN	Bold	Gurmukhi Sangam MN Bold	Gurmukhi Sangam MN Bold	
True	True	True	Gujarati MT	Regular	Regular	k.TrueType	Gujarati MT	Regular	Gujarati MT	Gujarati MT	
True	True	True	Gujarati MT	Bold	Bold	k.TrueType	Gujarati MT	Bold	Gujarati MT Bold	Gujarati MT Bold	
False	True	True	Gujarati Sangam MN	Regular	Regular	k.TrueType	Gujarati Sangam MN	Regular	Gujarati Sangam MN	Gujarati Sangam MN	
False	True	True	Gujarati Sangam MN	Bold	Bold	k.TrueType	Gujarati Sangam MN	Bold	Gujarati Sangam MN Bold	Gujarati Sangam MN Bold	
False	True	True	Kohinoor Gujarati	Light	Light	k.OpenType_CFF	Kohinoor Gujarati	Light	Kohinoor Gujarati Light	Kohinoor Gujarati Light	
False	True	True	Kohinoor Gujarati	Regular	Regular	k.OpenType_CFF	Kohinoor Gujarati	Regular	Kohinoor Gujarati	Kohinoor Gujarati	
False	True	True	Kohinoor Gujarati	Medium	Medium	k.OpenType_CFF	Kohinoor Gujarati	Medium	Kohinoor Gujarati Medium	Kohinoor Gujarati Medium	
False	True	True	Kohinoor Gujarati	Semibold	Semibold	k.OpenType_CFF	Kohinoor Gujarati	Semibold	Kohinoor Gujarati Semibold	Kohinoor Gujarati Semibold	
False	True	True	Kohinoor Gujarati	Bold	Bold	k.OpenType_CFF	Kohinoor Gujarati	Bold	Kohinoor Gujarati Bold	Kohinoor Gujarati Bold	
True	True	True	Noto Sans Oriya	Regular	Regular	k.TrueType	Noto Sans Oriya	Regular	Noto Sans Oriya	Noto Sans Oriya	
True	True	True	Noto Sans Oriya	Bold	Bold	k.TrueType	Noto Sans Oriya	Bold	Noto Sans Oriya Bold	Noto Sans Oriya Bold	
False	True	True	Oriya MN	Bold	Bold	k.TrueType	Oriya MN	Bold	Oriya MN Bold	Oriya MN Bold	
False	True	True	Oriya MN	Regular	Regular	k.TrueType	Oriya MN	Regular	Oriya MN	Oriya MN	
False	True	True	Oriya Sangam MN	Bold	Bold	k.TrueType	Oriya Sangam MN	Bold	Oriya Sangam MN Bold	Oriya Sangam MN Bold	
False	True	True	Oriya Sangam MN	Regular	Regular	k.TrueType	Oriya Sangam MN	Regular	Oriya Sangam MN	Oriya Sangam MN	
False	True	True	Bangla MN	Bold	Bold	k.TrueType	Bangla MN	Bold	Bangla MN Bold	Bangla MN Bold	
False	True	True	Bangla MN	Regular	Regular	k.TrueType	Bangla MN	Regular	Bangla MN	Bangla MN	
True	True	True	Bangla Sangam MN	Regular	Regular	k.TrueType	Bangla Sangam MN	Regular	Bangla Sangam MN	Bangla Sangam MN	
True	True	True	Bangla Sangam MN	Bold	Bold	k.TrueType	Bangla Sangam MN	Bold	Bangla Sangam MN Bold	Bangla Sangam MN Bold	
False	True	True	InaiMathi	Regular	Regular	k.TrueType	InaiMathi	Regular	InaiMathi	InaiMathi	
False	True	True	InaiMathi	Bold	Bold	k.TrueType	InaiMathi	Bold	InaiMathi Bold	InaiMathi Bold	
False	True	True	Tamil MN	Regular	Regular	k.TrueType	Tamil MN	Regular	Tamil MN	Tamil MN	
False	True	True	Tamil MN	Bold	Bold	k.TrueType	Tamil MN	Bold	Tamil MN Bold	Tamil MN Bold	
True	True	True	Tamil Sangam MN	Regular	Regular	k.OpenType_TT	Tamil Sangam MN	Regular	Tamil Sangam MN	Tamil Sangam MN	
True	True	True	Tamil Sangam MN	Bold	Bold	k.OpenType_TT	Tamil Sangam MN	Bold	Tamil Sangam MN Bold	Tamil Sangam MN Bold	
False	True	True	Telugu MN	Bold	Bold	k.TrueType	Telugu MN	Bold	Telugu MN Bold	Telugu MN Bold	
False	True	True	Telugu MN	Regular	Regular	k.TrueType	Telugu MN	Regular	Telugu MN	Telugu MN	
False	True	True	Telugu Sangam MN	Bold	Bold	k.TrueType	Telugu Sangam MN	Bold	Telugu Sangam MN Bold	Telugu Sangam MN Bold	
False	True	True	Telugu Sangam MN	Regular	Regular	k.TrueType	Telugu Sangam MN	Regular	Telugu Sangam MN	Telugu Sangam MN	
False	True	True	Kannada MN	Regular	Regular	k.TrueType	Kannada MN	Regular	Kannada MN	Kannada MN	
False	True	True	Kannada MN	Bold	Bold	k.TrueType	Kannada MN	Bold	Kannada MN Bold	Kannada MN Bold	
False	True	True	Kannada Sangam MN	Bold	Bold	k.TrueType	Kannada Sangam MN	Bold	Kannada Sangam MN Bold	Kannada Sangam MN Bold	
False	True	True	Kannada Sangam MN	Regular	Regular	k.TrueType	Kannada Sangam MN	Regular	Kannada Sangam MN	Kannada Sangam MN	
True	True	True	Noto Sans Kannada	Thin	Thin	k.TrueType	Noto Sans Kannada	Thin	Noto Sans Kannada Thin	Noto Sans Kannada Thin	
True	True	True	Noto Sans Kannada	ExtraLight	ExtraLight	k.TrueType	Noto Sans Kannada	ExtraLight	Noto Sans Kannada ExtraLight	Noto Sans Kannada ExtraLight	
True	True	True	Noto Sans Kannada	Light	Light	k.TrueType	Noto Sans Kannada	Light	Noto Sans Kannada Light	Noto Sans Kannada Light	
True	True	True	Noto Sans Kannada	Regular	Regular	k.TrueType	Noto Sans Kannada	Regular	Noto Sans Kannada Regular	Noto Sans Kannada Regular	
True	True	True	Noto Sans Kannada	Medium	Medium	k.TrueType	Noto Sans Kannada	Medium	Noto Sans Kannada Medium	Noto Sans Kannada Medium	
True	True	True	Noto Sans Kannada	SemiBold	SemiBold	k.TrueType	Noto Sans Kannada	SemiBold	Noto Sans Kannada SemiBold	Noto Sans Kannada SemiBold	
True	True	True	Noto Sans Kannada	Bold	Bold	k.TrueType	Noto Sans Kannada	Bold	Noto Sans Kannada Bold	Noto Sans Kannada Bold	
True	True	True	Noto Sans Kannada	ExtraBold	ExtraBold	k.TrueType	Noto Sans Kannada	ExtraBold	Noto Sans Kannada ExtraBold	Noto Sans Kannada ExtraBold	
True	True	True	Noto Sans Kannada	Black	Black	k.TrueType	Noto Sans Kannada	Black	Noto Sans Kannada Black	Noto Sans Kannada Black	
False	True	True	Malayalam MN	Bold	Bold	k.TrueType	Malayalam MN	Bold	Malayalam MN Bold	Malayalam MN Bold	
False	True	True	Malayalam MN	Regular	Regular	k.TrueType	Malayalam MN	Regular	Malayalam MN	Malayalam MN	
False	True	True	Malayalam Sangam MN	Regular	Regular	k.TrueType	Malayalam Sangam MN	Regular	Malayalam Sangam MN	Malayalam Sangam MN	
False	True	True	Malayalam Sangam MN	Bold	Bold	k.TrueType	Malayalam Sangam MN	Bold	Malayalam Sangam MN Bold	Malayalam Sangam MN Bold	
False	True	True	Sinhala MN	Bold	Bold	k.TrueType	Sinhala MN	Bold	Sinhala MN Bold	Sinhala MN Bold	
False	True	True	Sinhala MN	Regular	Regular	k.TrueType	Sinhala MN	Regular	Sinhala MN	Sinhala MN	
False	True	True	Sinhala Sangam MN	Bold	Bold	k.TrueType	Sinhala Sangam MN	Bold	Sinhala Sangam MN Bold	Sinhala Sangam MN Bold	
False	True	True	Sinhala Sangam MN	Regular	Regular	k.TrueType	Sinhala Sangam MN	Regular	Sinhala Sangam MN	Sinhala Sangam MN	
False	True	True	Myanmar MN	Bold	Bold	k.TrueType	Myanmar MN	Bold	Myanmar MN Bold	Myanmar MN Bold	
False	True	True	Myanmar MN	Regular	Regular	k.TrueType	Myanmar MN	Regular	Myanmar MN	Myanmar MN	
False	True	True	Myanmar Sangam MN	Bold	Bold	k.TrueType	Myanmar Sangam MN	Bold	Myanmar Sangam MN Bold	Myanmar Sangam MN Bold	
False	True	True	Myanmar Sangam MN	Regular	Regular	k.TrueType	Myanmar Sangam MN	Regular	Myanmar Sangam MN	Myanmar Sangam MN	
True	True	True	Noto Sans Myanmar	Thin	Thin	k.TrueType	Noto Sans Myanmar	Thin	Noto Sans Myanmar Thin	Noto Sans Myanmar Thin	
True	True	True	Noto Sans Myanmar	ExtraLight	ExtraLight	k.TrueType	Noto Sans Myanmar	ExtraLight	Noto Sans Myanmar ExtraLight	Noto Sans Myanmar ExtraLight	
True	True	True	Noto Sans Myanmar	Light	Light	k.TrueType	Noto Sans Myanmar	Light	Noto Sans Myanmar Light	Noto Sans Myanmar Light	
True	True	True	Noto Sans Myanmar	Regular	Regular	k.TrueType	Noto Sans Myanmar	Regular	Noto Sans Myanmar Regular	Noto Sans Myanmar Regular	
True	True	True	Noto Sans Myanmar	Medium	Medium	k.TrueType	Noto Sans Myanmar	Medium	Noto Sans Myanmar Medium	Noto Sans Myanmar Medium	
True	True	True	Noto Sans Myanmar	SemiBold	SemiBold	k.TrueType	Noto Sans Myanmar	SemiBold	Noto Sans Myanmar SemiBold	Noto Sans Myanmar SemiBold	
True	True	True	Noto Sans Myanmar	Bold	Bold	k.TrueType	Noto Sans Myanmar	Bold	Noto Sans Myanmar Bold	Noto Sans Myanmar Bold	
True	True	True	Noto Sans Myanmar	ExtraBold	ExtraBold	k.TrueType	Noto Sans Myanmar	ExtraBold	Noto Sans Myanmar ExtraBold	Noto Sans Myanmar ExtraBold	
True	True	True	Noto Sans Myanmar	Black	Black	k.TrueType	Noto Sans Myanmar	Black	Noto Sans Myanmar Black	Noto Sans Myanmar Black	
True	True	True	Noto Sans Zawgyi	Thin	Thin	k.TrueType	Noto Sans Zawgyi	Thin	Noto Sans Zawgyi Thin	Noto Sans Zawgyi Thin	
True	True	True	Noto Sans Zawgyi	ExtraLight	ExtraLight	k.TrueType	Noto Sans Zawgyi	ExtraLight	Noto Sans Zawgyi ExtraLight	Noto Sans Zawgyi ExtraLight	
True	True	True	Noto Sans Zawgyi	Light	Light	k.TrueType	Noto Sans Zawgyi	Light	Noto Sans Zawgyi Light	Noto Sans Zawgyi Light	
True	True	True	Noto Sans Zawgyi	Regular	Regular	k.TrueType	Noto Sans Zawgyi	Regular	Noto Sans Zawgyi Regular	Noto Sans Zawgyi Regular	
True	True	True	Noto Sans Zawgyi	Medium	Medium	k.TrueType	Noto Sans Zawgyi	Medium	Noto Sans Zawgyi Medium	Noto Sans Zawgyi Medium	
True	True	True	Noto Sans Zawgyi	SemiBold	SemiBold	k.TrueType	Noto Sans Zawgyi	SemiBold	Noto Sans Zawgyi SemiBold	Noto Sans Zawgyi SemiBold	
True	True	True	Noto Sans Zawgyi	Bold	Bold	k.TrueType	Noto Sans Zawgyi	Bold	Noto Sans Zawgyi Bold	Noto Sans Zawgyi Bold	
True	True	True	Noto Sans Zawgyi	ExtraBold	ExtraBold	k.TrueType	Noto Sans Zawgyi	ExtraBold	Noto Sans Zawgyi ExtraBold	Noto Sans Zawgyi ExtraBold	
True	True	True	Noto Sans Zawgyi	Black	Black	k.TrueType	Noto Sans Zawgyi	Black	Noto Sans Zawgyi Black	Noto Sans Zawgyi Black	
True	True	True	Noto Serif Myanmar	Thin	Thin	k.TrueType	Noto Serif Myanmar	Thin	Noto Serif Myanmar Thin	Noto Serif Myanmar Thin	
True	True	True	Noto Serif Myanmar	ExtraLight	ExtraLight	k.TrueType	Noto Serif Myanmar	ExtraLight	Noto Serif Myanmar ExtraLight	Noto Serif Myanmar ExtraLight	
True	True	True	Noto Serif Myanmar	Light	Light	k.TrueType	Noto Serif Myanmar	Light	Noto Serif Myanmar Light	Noto Serif Myanmar Light	
True	True	True	Noto Serif Myanmar	Regular	Regular	k.TrueType	Noto Serif Myanmar	Regular	Noto Serif Myanmar Regular	Noto Serif Myanmar Regular	
True	True	True	Noto Serif Myanmar	Medium	Medium	k.TrueType	Noto Serif Myanmar	Medium	Noto Serif Myanmar Medium	Noto Serif Myanmar Medium	
True	True	True	Noto Serif Myanmar	SemiBold	SemiBold	k.TrueType	Noto Serif Myanmar	SemiBold	Noto Serif Myanmar SemiBold	Noto Serif Myanmar SemiBold	
True	True	True	Noto Serif Myanmar	Bold	Bold	k.TrueType	Noto Serif Myanmar	Bold	Noto Serif Myanmar Bold	Noto Serif Myanmar Bold	
True	True	True	Noto Serif Myanmar	ExtraBold	ExtraBold	k.TrueType	Noto Serif Myanmar	ExtraBold	Noto Serif Myanmar ExtraBold	Noto Serif Myanmar ExtraBold	
True	True	True	Noto Serif Myanmar	Black	Black	k.TrueType	Noto Serif Myanmar	Black	Noto Serif Myanmar Black	Noto Serif Myanmar Black	
False	True	True	Khmer MN	Bold	Bold	k.TrueType	Khmer MN	Bold	Khmer MN Bold	Khmer MN Bold	
False	True	True	Khmer MN	Regular	Regular	k.TrueType	Khmer MN	Regular	Khmer MN	Khmer MN	
True	True	True	Khmer Sangam MN	Regular	Regular	k.TrueType	Khmer Sangam MN	Regular	Khmer Sangam MN	Khmer Sangam MN	
False	True	True	Lao MN	Bold	Bold	k.TrueType	Lao MN	Bold	Lao MN Bold	Lao MN Bold	
False	True	True	Lao MN	Regular	Regular	k.TrueType	Lao MN	Regular	Lao MN	Lao MN	
False	True	True	Lao Sangam MN	Regular	Regular	k.TrueType	Lao Sangam MN	Regular	Lao Sangam MN	Lao Sangam MN	
